Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
45,84,601,12,22,0.5944768410584397,5,0
52,70,341,91,32,0.7063602088376154,5,0
65,197,322,84,2,0.08151459504501635,4,0
21,42,771,24,23,0.39634344583103676,5,1
40,189,564,6,19,0.8915843114750255,3,0
38,49,495,23,35,0.33234056001518053,4,0
37,191,739,12,4,0.47826862946078497,4,1
60,87,620,41,9,0.4473250411116366,3,1
25,120,657,68,21,0.13761558104808036,3,1
25,108,447,21,0,0.3119388821568376,5,0
38,120,620,90,15,0.09586063984832793,5,1
63,25,339,66,22,0.08021779886735214,5,1
59,35,523,100,12,0.0844721965622719,5,0
51,192,623,31,40,0.8493337546145772,5,0
55,176,359,28,7,0.5187974874961478,3,0
38,52,641,84,24,0.19342995940806984,1,1
43,83,364,75,13,0.9596402117655879,0,0
31,164,679,82,12,0.795597284057737,4,0
41,106,463,46,2,0.3815198603059905,5,0
37,91,455,22,2,0.009860833821606518,3,0
26,149,476,33,1,0.2551553387543798,2,0
56,51,316,67,20,0.8761718986814537,1,0
67,172,569,49,30,0.37434061535013075,1,0
55,114,488,94,28,0.15036389033582276,1,0
48,42,708,48,26,0.21175151373079615,3,0
57,61,517,66,13,0.5205739373148293,0,0
36,56,507,25,10,0.26089230519753603,3,0
23,156,794,65,9,0.09155572727095107,1,1
35,189,672,22,13,0.761844808783735,4,0
21,37,355,44,5,0.3063503081851944,0,1
36,126,783,16,9,0.275127409379333,5,1
45,189,806,48,13,0.6930296688983693,1,0
20,199,641,80,21,0.14388637435533913,0,1
29,92,319,100,2,0.16371598130087717,3,0
37,119,667,30,33,0.38343530390164904,5,1
35,125,383,91,38,0.5305941458002693,0,0
67,93,435,21,38,0.8949323786658212,5,0
36,123,491,73,36,0.025479433576306554,1,0
50,33,784,81,6,0.5775349249438466,0,0
51,109,795,68,17,0.7612658360984534,4,0
60,135,772,17,35,0.6722411933965523,3,0
39,78,356,89,38,0.5745334005547921,1,0
48,102,356,59,15,0.04713930826982504,0,0
69,185,336,18,33,0.4490447262464816,3,0
52,29,817,10,20,0.6209274639669589,2,0
25,39,714,76,25,0.25230553110059106,1,1
66,22,316,80,30,0.5082519696529233,5,0
57,138,810,30,24,0.6164339230065218,0,0
56,83,719,99,17,0.9770518594542353,4,0
49,102,303,25,31,0.5046418833662284,5,0
25,165,367,11,8,0.8539461723304547,0,0
54,53,684,76,6,0.2790201774186454,2,1
62,41,540,56,4,0.5735760877520161,4,0
39,60,637,38,39,0.45691735033173797,1,1
22,93,765,73,31,0.24777182890216842,1,1
20,160,824,52,2,0.4511735795400168,1,1
66,94,510,91,40,0.82636334285219,2,0
66,138,483,11,26,0.0416307187145013,5,0
29,86,580,28,37,0.8861200114631643,2,0
22,68,593,48,28,0.028231052949068136,0,0
19,178,588,78,16,0.5953384072223521,0,0
56,116,761,71,24,0.03138600639686506,0,1
51,75,641,33,10,0.006140162664697746,2,1
68,122,675,52,21,0.2999634508814911,5,1
49,125,721,44,13,0.6552691747976377,0,0
18,152,747,89,19,0.33105367851868106,0,1
21,117,739,63,20,0.31105176909560084,0,1
26,159,411,92,0,0.1985896164936094,4,0
65,103,824,94,25,0.982546201951122,3,0
60,33,576,27,18,0.3610063448176657,2,0
29,167,675,91,29,0.500169229184135,4,0
40,64,783,65,7,0.3226623664973406,4,1
45,97,478,50,36,0.06626008306091169,1,0
25,21,421,39,30,0.519778486337977,5,1
50,36,687,24,10,0.7989023148204372,1,0
41,89,569,32,18,0.9518374354168085,3,0
53,154,309,41,25,0.18325288572775345,1,0
62,75,385,92,15,0.7259372139997892,0,0
30,188,737,94,34,0.3003111569225627,4,1
70,104,568,87,8,0.5726239512925045,3,0
40,47,627,50,7,0.43931630785765274,2,0
41,77,308,98,36,0.2781739198753237,1,0
25,197,678,89,13,0.4520127466939773,1,1
52,165,632,57,11,0.04378392066987491,5,1
26,151,464,38,6,0.23295752682277282,0,0
68,40,327,31,26,0.7627568208115785,5,0
64,156,300,25,13,0.5757810148254003,2,0
20,149,504,77,25,0.5265188514104142,5,0
19,103,721,59,17,0.022366222965765847,4,1
56,56,322,87,16,0.2954229842766055,2,0
39,156,606,40,14,0.6695972165770953,2,0
48,44,611,43,40,0.2895493230822981,1,0
63,41,829,39,5,0.32770334884511887,0,0
66,141,808,81,17,0.3903803901438524,0,1
57,95,696,100,12,0.32876215914247686,1,0
55,173,343,58,9,0.688173032026683,3,0
20,67,624,18,22,0.7515073605709098,2,0
49,163,575,16,26,0.7549010792811566,2,0
18,160,753,40,31,0.31783094641791143,0,1
56,87,519,19,33,0.1465258197813687,2,0
68,125,513,94,16,0.1434792697456082,0,0
37,118,825,17,39,0.7619377751603944,3,1
42,54,825,48,5,0.4049927709162261,2,1
55,185,602,83,3,0.1048712210112146,4,1
66,36,823,44,37,0.47226396400371484,5,0
19,95,558,42,39,0.11013602865204886,1,0
66,134,761,76,20,0.4510540057564575,0,1
57,129,734,98,23,0.4215105315191717,4,1
62,73,387,94,1,0.5065693120572092,4,0
68,153,313,10,39,0.40900689849340055,0,0
30,168,710,86,9,0.3724111440144412,2,1
61,30,305,57,37,0.6135509103357597,1,0
41,66,483,14,5,0.3073784710042736,5,0
67,170,488,77,7,0.12006991088802954,2,0
52,62,620,31,13,0.2954703428875134,3,1
60,174,660,47,28,0.04827456356064708,4,1
45,104,847,87,25,0.6762628928342468,5,0
27,71,816,28,24,0.6230931273139058,4,0
34,196,479,7,39,0.27329786672897627,0,0
18,60,758,18,1,0.4202354631919739,1,1
55,25,679,82,21,0.46576492330051633,2,0
47,25,849,91,35,0.8310462473761965,4,0
25,157,627,51,15,0.41006244847857054,5,1
24,98,790,40,22,0.23230877638218161,1,1
25,196,441,63,18,0.7581755223840144,3,0
54,130,762,58,25,0.5624753354498523,5,0
68,32,523,18,31,0.7860432097339646,5,0
28,195,471,38,16,0.6040105292559078,1,0
26,184,759,24,5,0.1618104956605133,5,1
68,102,801,22,30,0.5647683991913399,3,0
47,62,810,68,24,0.9696260191661958,3,0
48,90,629,19,14,0.6834731397737456,5,0
65,90,307,83,32,0.703942941806841,1,0
60,64,520,84,3,0.09178543098187342,3,0
62,146,381,22,0,0.4003445182163753,5,0
38,185,611,43,30,0.5984861064260061,5,0
48,144,610,66,4,0.05619493673325693,2,1
30,172,615,49,28,0.7538382591853766,0,0
32,133,344,14,18,0.7412511707164868,2,0
34,44,324,5,16,0.35488420292685796,4,0
58,52,320,83,38,0.034851361639586464,0,0
58,159,821,88,30,0.28333713927531035,2,1
20,140,361,91,3,0.5726665034718926,5,0
63,180,681,91,40,0.7671713301718087,3,0
21,116,761,34,27,0.7829420408786922,5,0
70,40,415,74,34,0.4433732548389332,2,1
38,147,319,88,16,0.2817242736003297,3,0
50,89,406,16,9,0.6253925204303068,3,0
62,148,715,59,31,0.032293650067491186,5,1
42,102,826,52,35,0.3449525470030681,4,1
45,81,456,91,34,0.3894516630243503,4,0
69,107,653,26,23,0.8954635577589736,5,0
52,119,503,9,35,0.8455988918936618,4,0
18,94,629,62,7,0.11939077726570835,3,1
55,47,400,99,35,0.5417680033766924,5,0
25,42,590,77,31,0.1420220441211537,5,0
41,55,435,81,4,0.9822217238041521,3,0
52,141,400,11,24,0.45972682394920195,5,0
56,172,532,81,39,0.10145647214403453,0,0
49,78,491,88,32,0.2858069260789511,3,0
62,56,839,57,7,0.2237824361164109,5,1
25,146,457,49,20,0.8556873679208534,0,0
42,30,606,63,3,0.3001820208932947,1,0
34,130,685,6,8,0.16795420436741426,5,1
50,102,651,85,35,0.033386182631281125,2,1
38,66,394,93,33,0.17406738366337016,2,0
39,116,500,100,23,0.7165724586028168,3,0
20,57,317,30,25,0.8815002222616192,5,0
23,54,723,28,27,0.7891997567985845,1,0
35,162,789,44,3,0.05394747683611223,1,1
49,128,450,52,3,0.5815877329606897,4,0
31,109,313,13,18,0.9182405022855537,4,0
29,192,325,19,29,0.7333602826844045,4,0
62,166,367,75,18,0.23335985154950656,1,0
66,96,557,91,31,0.8918867731773511,1,0
42,185,837,13,31,0.7711469841086112,0,0
40,86,564,47,29,0.3748336985771594,2,0
59,67,323,7,3,0.20939582574499127,0,0
19,29,535,25,35,0.8827241442744588,0,0
34,135,599,94,18,0.8831855787006627,2,0
58,111,580,77,39,0.1037679661646207,5,0
49,81,476,30,33,0.6111633627916309,0,1
36,128,522,24,7,0.5928117959393091,0,0
36,85,482,62,8,0.9836750063478136,2,0
52,35,419,44,19,0.4660341195000369,3,0
50,105,594,66,20,0.4589144732646183,5,0
69,44,616,50,15,0.43055946397999445,3,0
51,72,763,38,12,0.35611823021709244,4,1
64,48,420,69,18,0.5247980137199302,5,0
34,134,763,49,21,0.5469223308068357,0,0
42,174,398,86,20,0.9124388126891402,5,0
27,104,302,12,34,0.18124477154843832,2,0
33,72,749,14,39,0.6452679472473328,0,0
21,113,597,90,35,0.2662231939797156,0,0
32,130,531,74,29,0.16863076454516235,4,0
25,38,758,14,25,0.07211243068746298,5,0
69,38,801,16,24,0.6226077218524555,2,0
24,106,441,50,22,0.21551539835284284,3,0
67,49,778,100,12,0.7635852126364923,3,0
49,139,331,55,19,0.07975704172102849,1,0
39,165,833,90,13,0.8194995829490181,4,0
39,187,475,22,1,0.7497463586283942,4,0
40,103,607,53,39,0.0623255023840773,4,1
22,106,656,70,22,0.3811908029602469,1,1
53,30,635,13,36,0.3736109450736824,3,0
50,165,554,37,7,0.6068886817472076,4,0
34,79,565,93,5,0.683770012088142,5,0
67,180,357,58,17,0.24277978214207951,2,0
23,122,571,89,19,0.17951470228359911,1,0
36,110,316,47,25,0.4435201843907496,2,0
36,22,420,91,38,0.48058431775399024,0,0
47,30,367,68,11,0.8574385584698381,4,0
50,112,777,77,8,0.590135756704552,2,0
43,165,407,54,29,0.7977065734873767,0,0
42,125,323,95,32,0.3589250478821191,2,0
33,193,704,54,9,0.7696063897805245,0,0
68,128,356,32,11,0.05283837495554733,0,0
18,115,793,83,12,0.8175311052045051,1,1
18,156,396,55,17,0.25859603863067715,5,0
34,103,394,25,26,0.9201834030133361,1,0
25,178,374,52,31,0.10436409954439474,3,0
54,167,400,41,22,0.433719627220154,1,0
45,49,391,82,36,0.9409646143463672,2,1
46,73,577,13,23,0.039297833228803536,4,0
70,58,447,87,30,0.5871111270580333,5,0
53,173,477,14,34,0.34030481959798153,1,0
27,156,665,17,31,0.8482291325528488,5,0
31,104,694,54,18,0.16104617888158956,4,1
53,36,755,95,1,0.3024195561127978,4,0
59,70,619,41,20,0.21977191726484357,0,1
35,196,641,23,18,0.46692738824032465,0,1
67,20,646,23,16,0.3232283927779175,5,0
20,45,824,18,23,0.5806958197501985,2,0
51,74,741,50,1,0.6560458694888051,0,0
63,168,598,54,32,0.7050270955525281,0,0
51,135,353,38,33,0.9798009951323443,3,0
34,40,826,33,1,0.1618089594771992,0,0
47,116,745,20,37,0.07119829448553239,1,1
39,105,656,17,20,0.15867764519395577,0,1
67,129,584,31,20,0.9800210947587448,5,0
37,58,813,55,33,0.20378455454087685,4,1
70,81,622,19,22,0.3877415283268735,5,1
58,197,623,12,17,0.8145787260026688,1,0
33,196,596,79,22,0.10754626195472239,2,0
46,199,598,11,13,0.7271297185132939,2,0
39,88,459,78,6,0.14252779402940852,5,0
21,112,844,67,38,0.5484864460959151,2,0
18,172,585,99,15,0.8887567185390258,5,0
54,129,439,91,13,0.9596541957209741,3,0
21,184,688,60,31,0.8312206628073886,4,0
39,130,534,76,30,0.20834226792101118,1,0
53,163,438,34,17,0.43178249416549597,3,0
47,109,608,61,13,0.5032180507452165,1,0
45,146,438,49,16,0.06841048497982916,4,1
23,200,674,19,40,0.15257445867360986,0,1
44,60,358,12,12,0.20768208296445678,1,0
56,36,643,43,7,0.9296652663004482,1,0
64,39,707,86,10,0.14099339836597746,5,0
23,173,630,57,21,0.40842152361373374,1,1
20,109,650,80,19,0.9331655749715092,0,0
23,106,757,41,0,0.7506502585026682,4,1
57,145,358,99,39,0.02190107592636792,2,0
52,27,572,62,31,0.24824253218111036,5,0
41,172,505,36,1,0.19925237327458,2,0
45,66,666,82,11,0.8576471214221869,4,0
62,119,513,61,8,0.7539574940121003,3,1
25,35,437,83,26,0.5267651710909123,1,0
41,168,780,30,29,0.6293351148520573,1,0
42,112,833,70,12,0.6014667616916858,5,0
22,109,759,24,36,0.5104271961272193,5,0
54,170,553,9,6,0.6653914717661469,5,0
51,124,396,28,6,0.9540204523357757,3,0
69,121,358,87,28,0.39860095544090435,4,0
63,26,569,99,27,0.08033693499936478,1,0
47,77,763,46,28,0.8416900959617651,5,0
66,89,495,34,19,0.27815391683613444,3,0
26,161,680,79,3,0.18783596228457056,1,1
30,122,323,11,3,0.7897076739688469,3,0
63,90,346,88,9,0.16214500356824502,3,0
21,130,343,45,20,0.5226880656466428,4,0
32,150,538,12,33,0.3064083949335007,5,0
51,186,545,11,30,0.9890883398561062,1,0
52,171,842,37,22,0.28724423517819553,3,1
45,100,488,94,31,0.4384683411221577,0,0
65,76,807,6,31,0.016077145545221994,2,1
26,181,765,48,2,0.1545393980291494,3,1
23,76,589,83,27,0.1777126783855072,1,0
36,57,641,94,22,0.3121887367723004,5,1
36,36,845,97,23,0.09483261381920882,1,0
46,120,562,8,15,0.779591096007544,1,0
53,36,552,49,28,0.08080905990536413,4,0
26,86,370,56,29,0.6880889230486941,3,0
50,142,605,27,6,0.36527294203530714,5,1
33,66,456,45,10,0.7091732531595895,5,0
38,152,787,86,4,0.23079765489465642,5,1
53,149,706,66,2,0.7556609048135998,1,1
30,106,728,60,24,0.16231986208501203,1,1
59,176,502,90,7,0.6662349040057874,4,0
44,172,834,50,17,0.3572789301040441,0,1
36,22,649,13,31,0.15395630212363076,3,0
61,171,700,50,23,0.9659770015516557,4,0
50,21,474,96,36,0.031627450684649894,1,0
39,106,754,30,0,0.8400590182762472,5,0
19,184,843,35,33,0.847258311644187,0,0
59,106,390,42,9,0.013073619605447284,4,0
65,80,490,13,26,0.9054609393685173,4,0
30,26,662,43,20,0.2720030559311891,2,1
19,173,485,58,25,0.27168987066689065,3,0
22,165,471,36,37,0.0850282163553494,2,0
60,77,572,16,40,0.7499833170303184,2,0
38,97,456,69,14,0.13401832216412268,5,0
51,39,392,9,11,0.7098060889039901,5,0
53,37,405,25,39,0.2723534131334612,2,1
22,67,366,79,27,0.2765703154282998,4,0
31,183,530,11,24,0.819262004722029,5,0
22,30,791,69,0,0.023705242899748624,0,0
61,86,697,91,24,0.0720216203657722,5,1
40,105,473,59,14,0.8870605617272078,1,0
52,59,355,64,31,0.14430248241185317,3,0
54,165,368,28,20,0.3865091483149067,0,0
32,142,409,38,17,0.7930644936589509,0,0
53,25,451,27,8,0.5934314070505545,0,0
29,123,660,67,32,0.10544943423635766,1,1
53,69,743,30,28,0.7081501046162499,2,0
27,109,564,31,33,0.48442519539193907,3,0
32,118,358,46,13,0.23586271297102002,5,0
47,34,490,61,14,0.9709197885268798,5,0
20,162,608,42,9,0.7481937264351614,0,0
48,36,474,25,22,0.9110212987647949,4,0
66,192,640,32,4,0.5546785254349391,4,0
31,98,583,10,32,0.18234680587772278,1,0
31,123,699,66,37,0.12461167646366667,4,1
59,197,464,13,35,0.2680329659518925,2,0
65,147,315,14,35,0.8488988974115668,0,0
46,73,330,95,3,0.2820991618716504,2,0
44,125,783,70,13,0.013562095604470636,3,1
51,95,670,81,21,0.29451225543776693,3,1
28,115,751,79,12,0.7668303420073934,2,0
40,25,772,20,20,0.6345189544062467,2,0
56,73,461,99,39,0.5418965011208873,3,0
56,154,551,87,23,0.9012659650033024,2,0
55,41,307,77,33,0.5433059265666544,4,0
24,28,432,41,13,0.4913356191742305,1,0
44,96,556,61,29,0.9271291194325039,2,0
47,156,504,5,8,0.20315648818999021,0,0
21,61,695,42,16,0.2835917663288866,0,1
39,34,751,13,40,0.8061479640330419,0,0
59,39,312,10,28,0.304084828511748,1,0
60,101,381,86,33,0.7475662341798232,0,0
62,157,792,27,13,0.806546607890683,4,0
30,44,529,58,15,0.8882094152888419,0,0
36,146,718,15,7,0.9617915038112181,2,0
33,96,812,84,16,0.8959122759653094,5,0
32,140,635,100,8,0.8487193289276141,1,0
25,107,512,87,26,0.7133814098857485,0,0
31,197,525,17,7,0.7086898601431678,4,0
41,132,579,94,20,0.09225867472415628,0,0
69,62,536,13,22,0.6211443890693135,5,0
19,188,843,32,7,0.6669222584658733,4,0
61,87,846,91,19,0.5150133869112811,1,0
19,36,530,76,14,0.043725695427797806,0,0
40,138,781,98,8,0.3077540440643939,4,1
62,117,544,45,36,0.7421628627707558,0,0
52,67,526,13,0,0.8686553864492219,3,0
29,40,616,28,8,0.2740360458771308,2,0
38,95,540,28,36,0.42145604637678047,2,1
54,117,715,66,27,0.08091941217567933,2,1
26,193,359,64,15,0.7175467682883337,2,0
22,147,832,86,15,0.8352242043392859,2,0
44,194,638,44,9,0.11559186039128866,3,1
25,165,520,25,40,0.727818406510738,5,0
34,134,340,56,35,0.8087402925663275,5,0
49,25,758,59,39,0.8271308516205425,4,0
54,89,363,60,9,0.5361419277969446,4,0
29,190,671,35,14,0.23349327830975064,2,0
38,107,445,27,14,0.9415419645979666,2,0
28,47,524,28,22,0.6856783801661783,1,0
28,156,654,62,17,0.49167729290845996,1,1
65,123,669,61,37,0.5867772882231501,3,0
30,93,339,10,0,0.7788972975820573,4,0
61,115,681,22,37,0.7800713985040498,3,0
30,145,468,13,18,0.9511818108497045,1,0
57,144,822,95,27,0.9604141871263858,2,0
21,77,379,59,32,0.8968792951421874,2,0
51,54,795,79,4,0.691703417875346,2,0
69,81,508,34,40,0.45638548888716146,4,0
35,153,484,41,21,0.10610485571540762,5,0
32,97,734,60,1,0.8978003696966024,5,0
23,122,764,33,21,0.6308100462665291,1,0
36,123,428,95,19,0.7517418795059431,0,0
47,182,672,99,2,0.311332871632927,4,1
20,39,435,81,28,0.16590504430068942,3,0
30,111,642,19,24,0.6718491118865227,0,0
39,178,747,67,34,0.47112788499695446,1,1
65,197,836,9,16,0.5826172514622532,2,0
69,104,827,53,10,0.291178167900372,4,1
67,198,469,70,18,0.3679133130975384,5,1
55,73,400,70,24,0.39856338779402645,4,0
23,29,605,93,6,0.8704783373106219,4,0
34,86,753,17,9,0.3301276879287717,4,1
68,164,716,12,15,0.6767672716905974,4,0
40,140,837,46,1,0.8813239598032879,4,0
34,76,690,64,21,0.7901235947217103,0,0
58,144,780,57,21,0.9281397811219235,2,0
25,180,526,37,8,0.7901671372452204,2,0
69,157,773,74,34,0.5834965349643584,3,0
54,20,367,66,18,0.06419185592348142,2,0
41,167,514,13,0,0.2605064492602319,0,1
28,30,671,49,33,0.506938278757441,0,0
45,117,820,54,8,0.9139981760397153,3,0
48,40,535,8,31,0.19904442471935646,3,0
29,50,370,28,34,0.6306243738653324,4,0
38,113,761,16,34,0.43305455176149266,2,1
39,42,354,91,0,0.9929081920521134,2,0
48,150,359,19,26,0.22570307047010973,2,0
50,129,725,68,7,0.3252253005314737,5,1
25,48,408,72,15,0.679317365656695,1,0
61,108,691,40,35,0.7893418953918051,5,0
52,51,694,20,24,0.8694569406580492,1,0
22,37,679,40,29,0.859762994589343,2,0
28,122,849,80,12,0.4382745825467943,5,1
60,27,367,99,37,0.8815172573136296,3,0
56,107,425,10,31,0.30101967602712143,0,0
43,67,601,46,2,0.9834620353844027,4,0
47,94,730,87,11,0.3869395410337545,1,1
66,64,681,47,23,0.033380703334614736,3,1
55,129,789,46,13,0.15551364400868894,1,1
25,120,318,40,30,0.5273776630980636,3,0
34,50,656,86,25,0.164615894039438,1,0
58,98,492,73,15,0.6548489327759801,1,0
50,140,443,42,22,0.8579670912415589,5,0
20,141,683,85,22,0.9646626807183362,5,0
27,172,632,51,33,0.7667092621942446,1,0
33,132,642,89,33,0.048752877286102336,0,1
36,130,477,11,14,0.638010806927802,3,0
52,177,595,14,32,0.6339383601951246,5,0
30,159,562,50,38,0.6473775955594916,4,0
51,41,813,80,15,0.42461186078670277,5,0
31,183,721,38,13,0.6656975480739203,2,0
47,101,546,79,9,0.050951085793663475,4,0
40,135,595,46,22,0.6241961007894813,3,0
25,125,780,35,16,0.6062974722470652,1,0
32,142,790,77,34,0.28209307681563933,2,1
43,164,740,66,8,0.14930119914354112,2,1
37,109,794,99,29,0.44065368692744133,0,1
29,66,730,53,2,0.7361459716682507,0,0
64,122,719,76,35,0.6703058812907523,0,0
58,129,552,12,27,0.7738347275154525,2,0
29,148,385,70,25,0.0645736463025468,0,0
43,159,582,91,15,0.3908005534601052,3,0
70,99,398,10,32,0.26518723977117786,2,0
50,200,548,85,1,0.6964355365489567,4,0
39,91,437,36,38,0.528292105128309,5,0
66,88,719,34,37,0.4261114363601356,1,1
26,20,740,54,21,0.5191071837016356,3,0
42,65,414,57,28,0.1573581752545351,0,0
61,128,788,55,34,0.7104358082408693,2,0
67,64,669,41,24,0.03728063710895646,5,1
32,26,697,68,34,0.4247851666985476,1,0
66,200,510,16,33,0.6322787673435242,4,0
68,27,368,75,6,0.9894521101400835,5,0
45,106,376,20,8,0.9428771471534901,5,0
28,100,301,27,22,0.6485637019356654,5,0
18,116,403,77,8,0.6665136785131079,1,0
59,166,699,98,33,0.17865365082599638,5,1
55,197,502,57,16,0.10211508894903687,2,0
67,114,394,40,5,0.08633668965160257,4,0
21,182,704,56,29,0.40628060922895026,5,0
48,94,845,88,2,0.8892777088335996,2,0
64,192,412,47,5,0.6607447186605733,2,0
52,132,661,6,25,0.5347063592797086,5,0
46,58,456,59,21,0.5136747922166857,2,0
21,170,826,73,26,0.7997149245278878,2,0
59,54,808,27,32,0.8353945781128532,3,0
28,47,448,77,22,0.1274218279575865,1,0
23,21,792,69,20,0.08189252820000481,0,0
64,193,700,37,33,0.5085041276133591,0,0
28,59,816,29,9,0.44633374044082796,0,1
51,37,836,26,32,0.2996654953049618,2,0
29,53,320,71,9,0.5795374280317946,3,0
69,145,608,36,24,0.918991384096615,2,0
28,134,825,91,34,0.28069647708044043,5,0
27,20,368,97,26,0.8581844102835411,5,0
51,144,784,8,36,0.4162615928493666,4,1
49,30,348,7,19,0.10577179352159038,5,0
49,170,816,44,28,0.8212541637787648,3,0
28,34,436,11,21,0.7388091151611365,1,0
32,63,375,87,20,0.1384050028670275,2,0
23,97,644,65,2,0.6159310722250926,3,0
47,48,727,16,20,0.5294039633567269,2,0
41,120,377,52,5,0.10665271742793003,1,0
65,51,548,9,10,0.9234066063183948,4,0
55,179,557,95,26,0.48991611160449466,5,0
62,160,312,69,29,0.4741500724663361,1,1
21,108,514,6,3,0.7614693289373168,5,0
43,146,350,32,32,0.22892629124417707,4,0
61,171,600,90,2,0.5942683060300878,4,0
50,146,352,44,3,0.049812299803204674,2,0
61,112,462,66,32,0.22009938767555093,0,0
68,47,766,96,23,0.8557290841417408,3,0
37,111,358,29,15,0.3984406948623066,5,0
20,113,684,68,6,0.6843412628247124,2,0
37,174,607,30,37,0.7836074487998993,2,0
56,58,430,71,24,0.5117265243245136,3,1
59,185,734,64,16,0.6878043336329314,3,0
22,106,335,28,20,0.3322091739787588,1,0
37,93,701,17,22,0.129808461165144,5,1
59,184,622,99,29,0.6676564377298364,1,0
45,132,584,58,38,0.060430677152637724,1,0
62,166,332,76,8,0.8933705221405857,4,0
33,72,681,49,37,0.1565257094230983,2,1
66,105,585,41,19,0.5898824509170308,2,0
52,80,490,43,5,0.9242439343437908,2,0
40,98,351,12,20,0.0892428661788337,4,0
50,126,335,61,15,0.5804298636187585,5,0
41,61,567,21,19,0.4422697431026492,0,0
63,107,545,13,36,0.6954083623956674,4,0
46,151,580,10,36,0.7715581578152862,1,0
39,180,331,23,34,0.14150530090026514,5,0
62,183,575,97,10,0.9482437133026531,5,0
36,47,312,65,17,0.05654792118530794,1,0
51,167,489,11,35,0.770090381404774,4,0
20,61,791,51,0,0.5660864010680784,0,0
23,135,813,63,20,0.3264311485232382,4,1
18,71,581,40,36,0.7491485236809293,2,0
19,164,848,74,8,0.7147905784378072,5,0
43,88,319,62,0,0.6085381209133157,2,0
50,90,837,12,18,0.2698971895557781,5,1
26,195,471,11,10,0.7748599036508586,5,0
42,170,696,71,2,0.18750014634698497,1,1
63,110,633,28,6,0.4889948806787626,3,1
25,36,721,5,13,0.8485767073958004,0,0
53,61,334,93,36,0.049692083502774986,4,0
52,77,337,33,23,0.4420770734388978,2,0
47,86,682,95,2,0.6730947750809279,2,0
48,70,366,72,38,0.27193456120964177,5,1
26,144,561,42,7,0.5694420190212435,3,0
65,150,689,72,15,0.8079617307637607,3,0
59,134,314,92,24,0.013815476471962573,1,0
30,45,392,94,8,0.7589598154427607,2,0
52,112,304,70,38,0.5940706543516936,3,0
34,158,430,87,15,0.572099326050257,3,0
69,94,534,7,13,0.5809843060768575,1,0
69,92,500,17,27,0.8419991656663279,4,0
25,106,742,38,19,0.12859174122544603,2,0
45,116,769,14,35,0.459199383395387,5,1
53,154,500,94,15,0.2516528156083059,2,0
65,165,725,41,40,0.5480886170930402,2,0
70,58,669,39,36,0.9345689467104553,4,0
27,109,645,13,23,0.7677715701934723,1,0
45,37,492,60,22,0.36107645054378623,0,0
28,164,388,44,24,0.9468053010913289,2,0
66,175,478,32,4,0.31530490019900315,3,0
68,37,593,73,9,0.7421327856246376,1,0
48,56,695,95,28,0.26253569549592404,4,1
67,141,716,18,20,0.23852743931746034,1,1
61,96,829,36,11,0.3368290033152288,1,1
61,137,474,84,12,0.8621820528796287,3,0
18,35,802,26,8,0.7106700939415648,2,0
18,184,628,73,12,0.5996364818633143,1,0
28,82,423,64,18,0.5637134143907602,3,0
39,76,675,50,12,0.7427034381526816,5,0
35,29,815,73,22,0.6269748784023066,3,0
46,47,570,57,4,0.31532535538014594,4,0
56,99,509,23,32,0.8475594916654977,3,0
46,186,797,29,35,0.9517813436983669,1,0
36,43,650,65,0,0.46012721666679424,5,0
23,200,657,29,4,0.8903921349668326,5,0
41,56,385,95,0,0.6278717809361053,2,0
58,128,705,53,38,0.4177836713132277,5,1
23,53,666,68,2,0.6490361759185217,2,0
39,157,726,10,34,0.8924554581474337,2,1
23,165,331,44,9,0.06860663653996346,1,0
39,192,642,6,38,0.9463211776645418,1,0
42,109,305,67,14,0.8385754214725123,0,0
66,94,313,57,25,0.6635776234087131,0,0
52,60,723,54,14,0.7607611875838625,0,0
57,29,415,64,17,0.8131920399794735,2,0
39,155,783,99,32,0.24477946466076195,2,1
38,169,652,96,12,0.6046005076371881,2,0
37,159,454,32,6,0.809164975974397,2,0
55,189,553,30,4,0.4301507529737574,1,0
22,160,474,55,30,0.9383865211333915,3,1
18,94,465,52,24,0.5892329898300337,2,0
23,150,457,47,1,0.5455917692847035,1,0
35,197,763,28,17,0.6240437304168749,0,0
69,47,453,54,35,0.7997627009912083,5,0
27,36,495,71,16,0.9302998154332999,2,0
46,112,382,34,29,0.5240045757842865,5,0
27,81,411,27,2,0.27738750216239305,1,0
64,185,410,82,26,0.4598572477454559,3,0
21,51,555,41,27,0.18561469070639625,1,0
66,151,409,9,17,0.6251598066728664,4,0
45,34,815,58,17,0.29446752115726427,5,0
45,164,788,79,0,0.1424426338324355,2,1
53,22,819,13,28,0.16671311161692748,0,0
54,139,783,97,2,0.6260563384293241,5,0
35,41,535,33,38,0.7011787183542708,4,0
20,189,435,70,25,0.05332979269680016,5,0
58,83,300,25,37,0.06730888837388127,2,0
18,189,621,89,28,0.9629054230495309,3,0
69,151,849,7,35,0.029552790941618556,5,1
60,127,818,5,39,0.847861289761902,5,0
66,42,364,30,36,0.9906748512711893,0,0
53,96,387,48,24,0.523754344474395,1,0
53,185,829,38,12,0.711984645979216,5,0
46,107,327,26,7,0.6822456310494183,0,0
